body,fake
Misleading: 2020 will have less deaths than previous years,1
"FALSE: Vitamin C intravenous drip can cure COVID-19,""2020/10/28 | North Macedonia, Croatia""",1
FALSE: Chinese doctor didn't die after taking CoronaVac,1
"Misleading: Augusto Costa: ""Central air conditioning systems are proven elements of virus spread"",2020/10/28 | Brazil",1
FALSE: The World Health Organization declared COVID-19 a pandemic upon Bill Gates' instructions. He claims that after the U.S. President halted funding to the WHO,1
FALSE: Adverse effects of CoronaVac can be worst than COVID-19 symptoms,1
FALSE: A web article says that a girl in Portugal died due to facemask use.,1
Misleading: CoronaVac vaccines sold to Sao Paulo's state were ready to be distributted to the population in April 2020,1
NO EVIDENCE: Nanoparticles in vaccines can be used to control humans.,1
MISLEADING: For the production of Covid-19 vaccine,1
FALSE: The virus is put in PCR tests and people are infected after using them. on March 30,1
FALSE: Brazilian legislation doesn't support mandatory vaccination,1
Misleading: Brazilian law forbids mandatory campaigns of vaccination,1
FALSE: COVID IS A PROJECT !!! COVID IS NOT A VIRUS !!! COVID IS A BACTERIA THAT IS RELEASED WHEN THEY NEED TO ACT ABOUT THE MONEY TAKEN FROM GLOBALISTS AND SATANISTS !!!,1
FALSE: The risk of wearing a mask outweighs its benefits,1
FALSE: Masks destroy brain cells,1
MIsleading: If you vote for BJP you will get free coronavirus vaccine,1
"FALSE: A representative of the group ""Doctors for the thruth"" named Maria Jose Martinez Albarracin says in a video that the flu vaccine helps spread serious cases of COVID-19.,Fact-Checked by: Estadão Verifica",1
FALSE: Get away from Covid tests (they are placing chips- you have low immunity- it touches brain barrier).,1
FALSE: A German lawyer claims in a video posted on social networks that during the pandemic there has been no excess mortality. He also says that in Australia they take you to jail if you don't wear a mask and in the Philippines they shoot you in the head.,1
FALSE: A german neurophysiologist says that masks cause neurodegenerative diseases that have no cure.,1
missing context: In Sweden there are no death cases anymore although they didn't have a lockdown,1
FALSE: With Decree 497 of 2020,1
"FALSE: The U.S. ""went from 75,000 flu deaths last year in America to almost 0""; are there ""allocation games being played to manipulate the truth?"",2020/10/26 | Colombia",1
Misleading: Brazil will be the first country in the world to achieve herd immunity,1
FALSE: SARS-CoV-2 and SARS-CoV-3 were already included in a study funded by the European Commission in 2008,1
FALSE: COVID-19 testing patent was filed in 2015,1
FALSE: Stay at home - in the New World Order,1
No Evidence: Some mouthwashes could help curb coronavirus,1
false context: A video shows policemen brutally arresting a child at a protest against coronavirus measures in Berlin,1
FALSE: A false image says that President Duque will declare a shutdown on November 1st.,1
NO EVIDENCE: Lockdown has led to more suicides and more harm than good.,1
FALSE: If families sign a document saying their parent died of covid,1
FALSE: Government should invest in hydroxychloroquine instead of a vaccine because the medecine has been known for 70 years while the vaccines aren't known,1
missing context: In Sweden there are no death cases anymore although they didn't have a lockdown,1
"FALSE: The Ministry of Health is sending an email on ""protocols"" against COVID-19,2020/10/26 | United States",1
FALSE: Adverse effects of CoronaVac are more lethal than COVID-19,1
NO EVIDENCE: Lockdown has led to more suicides and more harm than good.,1
FALSE: The use of masks is harmful for children,1
FALSE: Everyone that is currently dying in hospitals in Macedonia is stated that have died of Covid-19,1
"FALSE: A 13-year-old girl died in Portugal from a cardiorespiratory arrest associated with the use of a mask,""2020/10/25 | Turkey, Germany""",1
FALSE: The US Federal Bureau of Investigation (FBI) has arrested a Boston University professor over links to the University of China and Wuhan Research Laboratory. This fact proves that the virus was artificially created by the Chinese government and is part of a biological attack,1
Partially False: Italian doctor Roberto Petrella makes a series of claims about vaccines and coronavirus tests,1
FALSE: A swab test pierced a woman's brain,1
"FALSE: Sao Paulo City Hall bought excess coffins during the pandemic and now 20,000 of them are stocked,""2020/10/25 | Spain, Portugal""",1
FALSE: COVID-19 testing patent was filed in 2015,1
FALSE: The Chinese vaccine candidate can cause genetic damage and homosexuality,1
NO EVIDENCE: Brazilian doctor dies due to vaccine trials,1
FALSE: Research claims that masks do not protect against viruses,1
FALSE: A woman's brain was punctured when she got a nasal test for coronavirus,1
"MISLEADING: A photo of a painting with the following description ""Mural in Denver airport. Airport started operating in 1995"", which illustrates children wearing masks with flags from various countries of the world designed on it, were perceived as the pre-planning of coronavirus.,2020/10/24 | Colombia",1
FALSE: 99% of people recover from COVID-19.,1
FALSE: Research claims that masks do not protect against viruses,1
FALSE: Masks and hand sanitizer are dangerous,1
FALSE: A famous colombian scientist says that natural ingredients can cure the virus,1
FALSE: The Chinese vaccine candidate can cause genetic damage and homosexuality,1
FALSE: Special music treats COVID-19.,1
FALSE: A letter stating that there do not appear to be any known side effects from the use of chlorine dioxide,1
FALSE: This doctor makes several false claims on PCR tests,1
FALSE: These video of empty hospitals prove Covid is a hoax,1
FALSE: Staged epidemic - Cases of the disease are known only from the media and from stories. The death toll remains unchanged. People are more afraid of fines (...),1
FALSE: No vaccines tested in Brazil have been through pre-clinical trials,1
FALSE: There is no coronavirus pandemic and it was invented by Masons to reduce the population of the earth. As an example of this,1
FALSE: A protest was held in Spain against the coronavirus and compulsory vaccination. An accompanying video depicts a crowded rally in Madrid.,1
PARTLY FALSE: Aborted babies used to develop COVID-19 vaccine,1
FALSE: Social media messages claim that the scientific journal The Lancet has denied the existence COVID-19 pandemic,1
MISLEADING: A participant of the COVID-19 vaccine trial has died in Brazil.,1
"FALSE: Social media messages claim that the Colombian doctor Manuel Elkin Patarroyo has said that COVID-19 ""will spread to the entire population"",Fact-Checked by: Newtral.es",1
FALSE: Before it reaches the lungs,1
FALSE: Covid-19 is not a pandemic,1
MISLEADING: A participant of the COVID-19 vaccine trial has died in Brazil.,1
MISLEADING: Australian officers can kidnap and forcibly vaccinated. Australian PM said that the COVID-19 vaccine would be as mandatory as possible.,1
"FALSE: Wearing face masks causes oxygen deprivation, carbon dioxide intoxication and leads to permanent neurological damage,""2020/10/21 | Turkey, Germany""",1
"MISLEADING: A publication that says that it is not possible to know what the potential vaccine against COVID-19 contains and that if a patient ""becomes quadriplegic, he cannot go to court"", with the image of Dr. Roberto Castellano,Fact-Checked by: VoxCheck",1
"Misleading: Once a vaccine for COVID-19 is done there will be no necessity of it because everybody will already have been immunized by the disease itself;""",1
FALSE: The current mortality rate of the new coronavirus in Japan is one death per 10,1
"FALSE: The U.S. CDC said that the virus which causes COVID-19 was never airborne;"" masks are therefore worthless",1
FALSE: The World Health Organization confirmed that the coronavirus is no more deadly or dangerous than seasonal flu,1
FALSE: Use of protective masks is no longer mandatory in Brazil,1
FALSE: Corona kashyam decoction can cure covid infection within 24 hours,1
FALSE: An image of a mannequin on a stretcher is said to be part of a montage of the COVID-19 pandemic,1
MIsleading: Face masks are useless to prevent people from getting infected,1
FALSE: Corona kashyam decoction can cure covid infection within 24 hours,1
FALSE: The U.S. CDC said that the virus which causes COVID-19 was never airborne; masks are therefore worthless,1
NO EVIDENCE: An epidemic is a financial fraud that contributes to organized crime.,1
"FALSE: Doctors from seven countries are going to file a lawsuit against ""corona hoax."" They have a lot of evidence to prove that COVID-19 does not exist, adding that the statistical data are being inflated, whereas PCR tests are false positive.,2020/10/20 | United States",1
FALSE: The World Health Organization confirmed that the coronavirus is no more deadly or dangerous than seasonal flu,1
MISLEADING: Infusions and nebulizations of different herbs cure the new coronavirus,1
FALSE: Use of protective masks is no longer mandatory in Brazil,1
FALSE: A doctor confirms that in Austria there are 10 children admitted with lung infections caused by fungi when wearing a mask,1
FALSE: An image of a mannequin on a stretcher is said to be part of a montage of the COVID-19 pandemic,1
MIsleading: Face masks are useless to prevent people from getting infected,1
no evidence: When healthy people are tested,1
"NO EVIDENCE: The ""mayor"" of Yalta - a city in Crimea - died from a Russian vaccine against coronavirus.,2020/10/20 | Argentina",1
"FALSE: World Doctors Alliance claims that the novel coronavirus is ""a normal flu virus"" and that the COVID-19 pandemic does not exist, as the tests show false positive results.,Fact-Checked by: Aos Fatos",1
FALSE: Mask,1
FALSE: The philosopher Tedros teaches us how to acquire collective immunity. So collective immunity is acquired by protecting people from the virus,1
MISLEADING: There is a new phone number for inquiries about COVID-19,1
FALSE: Anthony Fauci co-authored a study published in 2008 showing that Spanish flu deaths were due to bacterial pneumonia from wearing face masks,1
FALSE: The WHO has finally confirmed that the coronavirus is no more deadly than seasonal flu,1
FALSE: The United States is on track for a lower death rate in 2020 despite the COVID-19 pandemic,1
No Evidence: Fewer flu cases being recorded this year because these cases are being diagnosed as COVID-19,1
FALSE: With the Covid-19 tests,1
FALSE: A post claims that a new law will require obligatory COVID-19 vaccination and will shield laboratories creating the vaccine from legal liability.,1
"NO EVIDENCE: The ""mayor"" of Yalta - a city in Crimea - died from a Russian vaccine against coronavirus.,2020/10/19 | Australia",1
"FALSE: People with metabolic desease have biggest risk, age doesn't matter; Moderna's vaccine candidate caused serious adverse effects to 20% of participants; taking the influenza vaccine makes you predisposed to corona infection,Fact-Checked by: Science Feedback",1
FALSE: The philosopher Tedros teaches us how to acquire collective immunity. So collective immunity is acquired by protecting people from the virus,1
FALSE: The COVID-19 pandemic was predicted in 1956,1
"FALSE: Sweden, with its ""wrong"" quarantine, does not have a second wave of coronavirus.,2020/10/19 | North Macedonia",1
FALSE: We all have been infected with the new coronavirus just by breathing five seconds outdoors,1
NO EVIDENCE: Volunteers distribute masks soaked with a chemical with a narcotic effect.,1
Misleading: The Lancet denied the existence of the pandemic,1
FALSE: COVID-19 vaccine has a 33% mortality index,1
NO EVIDENCE: Volunteers distribute masks soaked with a chemical with a narcotic effect.,1
MISSING CONTEXT: Doctors said that the United States was expected to lose 2.2 million people due to the coronavirus,1
FALSE: A Yale study gave 'evidence level 1' to COVID-19 hydroxychloroquine treatment,1
MIsleading: WHO says it never defended the social quarantine,1
FALSE: Some media claim that Paris impossed alarm state with half of coronavirus incidence than Madrid had,1
"FALSE: A video shows ophthalmologist Mariano Arriaga criticizing the vaccine law, in which he claims that this law gives ""legal protection to the laboratories that produce the COVID vaccine"" and that, in the event of adverse effects, they will be free from lawsuits.,Fact-Checked by: Aos Fatos",1
FALSE: The World Doctors Alliance claims that COVID-19 is a type of flu and is not a pandemic; that PCR tests are up to 94% false positive; that only 98 COVID-19 related deaths have been reported in Ireland,1
FALSE: Flu vaccine raises the odds of getting a coronavirus by 36%,1
FALSE: Social media users claim that six children have died in Germany because of the mask,1
FALSE: United States President Donald Trump said 85% of people who wear face masks are infected with COVID-19.,1
MIsleading: Vitamin supplements prevent and cure coronavirus,1
NO EVIDENCE: The leak coming from the Government of Canada claims that there is the plan of globalists called COVID-21.,1
FALSE: The chance of an asteroid hitting Earth in November is higher than the chance of dying from COVID-19,1
FALSE: Larry Romanoff's statements claiming WHO has taken part in creating various viruses in the laboratories. The organization has spread the new coronavirus in the world,1
FALSE: Larry Romanoff's statements claiming WHO has taken part in creating various viruses in the laboratories. The organization has spread the new coronavirus in the world,1
missing context: Servus TV: To calculate the coronavirus cases of the last 7 days per 100.000 inhabitants is a manipulation of statistics for smaller counties,1
FALSE: Flu vaccine raises the odds of getting a coronavirus by 36%,1
"FALSE: Some media claim that Paris impossed alarm state with half of coronavirus incidence than Madrid had,""2020/10/16 | Germany, Austria""",1
FALSE: A video that affirm thath the high frequencies that 5G will use are dangerous and absorb oxygen wherever it penetrates,1
"FALSE: George Orwell wrote ""apart from work everything will be forbidden"",2020/10/16 | France",1
FALSE: Measures taken to combat the pandemic,1
NO EVIDENCE: An Egyptian mummy tested with PCR test for COVID-19 had a positive result.,1
FALSE: Elderly people were put to sleep by injection in Italy and the authorities cut back on pensions by doing so.,1
FALSE: US billionaire Bill Gates was caught on camera admitting that the COVID-19 vaccine he is developing will permanently alter human DNA.,1
FALSE: Video shows how a girl is acting for the media and simulating she suffers from Covid-19,1
PARTLY FALSE: Social media message claim that in Spain the hospitals are empty,1
FALSE: Adidas is raffling off shoes,1
"FALSE: Social media messages affirm that a flu treatment is being used ""with dog coronavirus"" that makes the patient more vulnerable to the coronavirus,2020/10/15 | Georgia",1
FALSE: Home remedies mentioned in the post can cure coronavirus,1
"FALSE: A publication that maintains that the World Health Organization (WHO) ""was wrong"" and called ""now"" to avoid quarantine ""as the main method to control the advance of the coronavirus"",Fact-Checked by: Chequeado",1
FALSE: Ukraine has passed a law on social support payments during the quarantine period. The payments vary on age and region.,1
FALSE: Did The Rothschild family 'patent in 2015 a method to test for COVID-19',1
FALSE: When the quarantines were mandatory,1
FALSE: COVID - 19 pandemic is less dangerous than the seasonal flu,1
FALSE: The composition of the gels is absorbed through the hands and it reaches the kidneys making them process serious toxins,1
FALSE: Home remedies mentioned in the post can cure coronavirus,1
FALSE: The World Health Organization (WHO) reversed its earlier guidance and is now telling countries to stop lockdowns.,1
FALSE: We treat the coronavirus as a funny cold in our country,1
missing context: WHO CATCHES COVID-19 MOST QUICKLY? 71% of those who wear masks ALWAYS,1
FALSE: The WHO has declared the COVID-19 a crime. Civil lawsuits have been filed.,1
Misleading: Sao Paulo's mayor bought too many coffins and now he doesn't know what to do with them.,1
"FALSE: There were no infections between people. It is ruled out that a virus was the cause or responsible for the deceased persons reported by the official media as ""due to coronavirus"",Fact-Checked by: Vishvas News",1
FALSE: Social media users say that some videos of Kary Mullis,1
FALSE: WHO figures show Covid is less serious than seasonnal flu,1
Misleading: Sao Paulo's mayor bought too many coffins and now he doesn't know what to do with them.,1
FALSE: Bill Gates spoke about mass vaccination and noted that vaccines should be in the form of the chip,1
FALSE: WHO has now asked countries not to use the landfills nor has it declared them 'illegitimate',1
PARTLY FALSE: Employers pay the remote-working related costs in the Netherlands,1
FALSE: There is no COVID-19 pandemic. Quarantine measures,1
FALSE: Rome police have opposed the quarantine,1
FALSE: Twitter users say that Spanish President of the Government,1
"FALSE: French health secretary warned people should get used to not be seeing friends and family,""2020/10/13 | Turkey, Netherlands""",1
FALSE: A CDC study published in September 2020 showed that more people wearing masks had COVID-19,1
"FALSE: ""Corona fraud"" has been uncovered and its organizers will now face an international tribunal.,2020/10/12 | Ukraine",1
MIsleading: A Facebook post claims to show there are no excess deaths caused by COVID-19.,1
"FALSE: Rothschild family patented a method to test COVID-19 in 2015,""2020/10/12 | Ukraine, Italy""",1
FALSE: Pharmaceutical company GlaxoSmithKline owns Pfizer,1
"Misleading: According to Gollan, a study published in Nature says that ""asymptomatic patients have very little or almost no contagion capacity"",2020/10/12 | Spain",1
FALSE: Foods with a high pH level can destroy the novel coronavirus.,1
FALSE: Pharmaceutical company GlaxoSmithKline owns Pfizer,1
FALSE: Rothschild family patented a method to test COVID-19 in 2015,1
FALSE: A CDC study published in September 2020 showed that more people wearing masks had COVID-19,1
FALSE: Rome police have opposed the quarantine,1
FALSE: Dr. Rauni Kilde is former Health Minister of Finland,1
FALSE: Home remedies mentioned in the post can cure coronavirus,1
FALSE: The WHO reported a mortality rate of 0.14% among those infected with SARS-CoV-2.,1
"MISLEADING: The open letter from Belgian doctors tells that COVID-19 is not worse than the flu, and quarantine is ineffective.,""2020/10/12 | Ukraine, Italy""",1
FALSE: The World Health Organization (WHO) reversed its stance on imposing lockdowns to curb the spread of COVID-19. It is now urging world leaders to lift all quarantine restrictions across all countries.,1
"FALSE: The video shows shivering people affected by 5G in Wuhan. The comment claims that it is not coronavirus, which affects people, but 5G.,""2020/10/12 | Turkey, Finland""",1
MISLEADING: Guantanamo detainees were forced to wear masks already ten years ago with the sole purpose - humiliation.,1
FALSE: The WHO accidentally confirmed that Covid-19 is not more dangerous than a flu. According to a speaker about 10 percent of the global population are infected - that means the infection fatality rate is only 0,1
"FALSE: The novel coronavirus that causes COVID-19 is a ""normal flu virus."",Fact-Checked by: VoxCheck",1
FALSE: New York is in the same circumstances and worse than Madrid,1
FALSE: Lemon juice and alcohol kill the coronavirus.,1
"FALSE: The novel coronavirus that causes COVID-19 is a ""normal flu virus."",Fact-Checked by: FactCheck.org",1
FALSE: Lemon juice and alcohol kill the coronavirus.,1
"FALSE: Donald Trump supposedly said that doctors ""have never seen a body kill the coronavirus"" as his has done, according to a subtitled video,Fact-Checked by: VoxCheck",1
No Evidence: The genomic sequences of coronaviruses that support the hypothesis that the virus arose naturally are all fabricated and don't actually exist,1
Partially false: Bill Gates tweeted about the coronavirus and vaccines in 2019.,1
MISLEADING: A post claims the Sputnik V vaccine will modify DNA and makes several others statements about the virus,1
FALSE: A video of a businessman who assures that hydrogenated alkaline water improves the symptoms of COVID-19,1
FALSE: Millions of test kits for COVID-19 were sold on World Integrated Trade Solution (WITS) in 2017-2018.,1
FALSE: The swab inserted through the nose damages the endocrine glands and breaks the blood-brain barrier,1
FALSE: Sick people should wear surgical or medical masks with the blue side out while healthy persons should wear it with the white side out.,1
FALSE: A former Education Minister said Sao Paulo's state government shouldn't provide vaccine to all it's population. He claimed people younger than 35 years-old don't need to receive the vaccine.,1
NO EVIDENCE: The COVID-19 pandemic is a covert plan to introduce a new totalitarian system in the world.,1
Partially False: Cali Mayor declared a red alert in five communes due to COVID-19 outbreak,1
"FALSE: Venko VS Filipce: ""To mask, or not to mask"" - the video wants to show that the Minister of Health is inconsistent and makes contradictory statements regarding the use of masks.,2020/10/09 | Argentina",1
"FALSE: Supposed document from ""Doctors for the Truth Canada"" saying that de pandemic was caused by an intoxication produced by flu vaccination.,Fact-Checked by: Myth Detector",1
FALSE: Proper oral hygiene cures COVID-19,1
FALSE: The swab inserted through the nose damages the endocrine glands and breaks the blood-brain barrier,1
FALSE: PCR tests dont detect SARS-CoV-2,1
FALSE: China Seeks courts approval to kill 20000 people,1
FALSE: US President Donald Trump said the coronavirus was a hoax,1
FALSE: Because of wearing masks,1
FALSE: China Seeks courts approval to kill 20000 people,1
FALSE: Quarantine is ineffective,1
MISLEADING: Masks do not protect against COVID-19 because they did not save politicians from the disease,1
NO EVIDENCE: The COVID-19 vaccine contains HIV and 5G nanoparticles.,1
"FALSE: A patient positive for coronavirus managed to escape from the City General Hospital ""8 September"". Several media outlets spread this news with the addition that ""the patient disguised himself as a doctor and thus managed to escape"".,Fact-Checked by: Myth Detector",1
FALSE: Face shields can be used in lieu of masks,1
"FALSE: ... people are not dying from Covid- 19, they are dying from the toxins released by the UN via airplanes for 20 years over every country around the world ... That is the plan ""depopulation of the planet"" agenda 2030 .... Alexander Lukashenko, President of Belarus,Fact-Checked by: Vishvas News",1
"FALSE: The product of the numbers, which correspond to the alphabetical order of the letters in the Russian word ""coronavirus"", is 666 666 666 666.,2020/10/08 | India",1
FALSE: The WHO has radically changed its approach to the Covid-19 epidemic. It opposes compulsory vaccination,1
FALSE: Quarantine is ineffective,1
NO EVIDENCE: The COVID-19 vaccine contains HIV and 5G nanoparticles.,1
FALSE: Face shields can be used in lieu of masks,1
FALSE: 97 elderly died in an old's people home in Madrid after getting the flu vaccination in september,1
FALSE: 5G and any mobile connection are incredibly harmful to people. Moreover,1
"FALSE: A patient positive for coronavirus managed to escape from the City General Hospital ""8 September"". Several media outlets spread this news with the addition that ""the patient disguised himself as a doctor and thus managed to escape"".,2020/10/07 | France",1
"FALSE: An article that ensures that the director general of the WHO said that ""another pandemic is coming and it will be another tragedy"",Fact-Checked by: Maldita.es",1
"FALSE: The New York Times reports that ""90% of positive PCR tests were false positives.,2020/10/07 | Spain",1
FALSE: 3 young girls died in German after wearing a face mask,1
FALSE: A Georgian doctor states that COVID-19 is less lethal than influenza virus,1
FALSE: A poem written in 1800 predicted the COVID-19 pandemic.,1
"FALSE: ""Right now, you can come to Madrid from Berlin but not from Parla (one of the municipalities of the Community of Madrid)"",2020/10/07 | North Macedonia",1
FALSE: The Simpsons predicted Donald Trump died and was infected by covid,1
"MISLEADING: The Xunta of Galicia has prohibited the meetings of ""people without life"",2020/10/07 | Argentina",1
FALSE: A video shows COVID-19 victims being loaded onto trucks in Russia.,1
"MISLEADING: The Xunta of Galicia has prohibited the meetings of ""people without life"",Fact-Checked by: Newtral.es",1
FALSE: A 13 year old boy in the German region of Ostfriesland died in a bus because he was wearing a face mask,1
FALSE: A Georgian doctor states that COVID-19 is less lethal than influenza virus,1
FALSE: The Simpsons predicted Donald Trump died and was infected by covid,1
"FALSE: The spread of coronavirus took place based on the much older script and Lugar Lab has contributed to it. Rockefeller Foundation's 2010 document on world perspectives of technology and international development confirms the fact that a pandemic was planned a long time ago. The exact scenario for a pandemic was planned during the ""Event 201"" organized by The Johns Hopkins Center for Health Security.,Fact-Checked by: Myth Detector",1
"FALSE: A subtitled image of U.S. president Trump circulated online with words supposedly from Trump which read ""The doctor said they've never seen a body kill the coronavirus like my body. They tested my DNA and it' wasn't DNA. It was USA."",2020/10/06 | Georgia",1
FALSE: Doctors in France get a premium for each positive Covid death they report,1
"MISLEADING: Canada has ""woken up"" and will be the first of many nations to rise up against measures taken by governments to try to curb the current pandemic,""2020/10/06 | Italy, United States""",1
FALSE: A video shows COVID-19 victims being loaded onto trucks in Russia.,1
PARTLY FALSE: Posts on social media claim that several presidents of Taiwanese hospitals have warned to keep up vigilance and wear masks due to some uncommon data,1
FALSE: Statistics are lying,1
"Partly False: A viral social media post claimed: ""In the rest of the world everything is back to normal, and they will create for us a new normal, a new reality that we will have to accept. An example for this claim is a headline from a news item: 'There are no new cases od Covid-19 in Sweden for several days: We now treat Covid-19 like any other disease"",2020/10/06 | Taiwan",1
FALSE: The US CDC have admitted that they have misled the public throughout the pandemic about the airborne transmission of the coronavirus.,1
"FALSE: ""Right now, you can come to Madrid from Berlin but not from Parla (one of the municipalities of the Community of Madrid)"",2020/10/06 | France",1
FALSE: This French MP makes several claims about COVID-19 (masks,1
FALSE: A Georgian doctor states that COVID-19 is less lethal than influenza virus,1
FALSE: Doctors in France get a premium for each positive Covid death they report,1
FALSE: Social media users say that an image of a medical center non operating telephones is from Spain. It is been used to say that there is no colapse of the health system.,1
FALSE: The RNA vaccine will overwrite our DNA. If this happens,1
FALSE: There were numbers,1
FALSE: Adding pepper to your food will cure coronavirus,1
FALSE: Social media users say that ex president Rodriguez Zapatero is the propietary of a house where a party with 200 people,1
FALSE: The correct way to wear masks,1
NO EVIDENCE: Three children in Germany died because of wearing masks.,1
FALSE: Rothschild family patented a method to test COVID-19 in 2015,1
"FALSE: Drug ""Proteflazid"" can treat COVID-19; its antiviral action has been proven.,Fact-Checked by: Vishvas News",1
EXPLANATORY: A viral video shows a gull getting tangled in face masks alongside texts to ask people to snip the ear loops before disposing face masks.,1
FALSE: Two hospitals in Madrid close its Covid-floors because there are no patients,1
FALSE: Adding pepper to your food will cure coronavirus,1
"FALSE: Social media users say that The Lancet article ""Covid-19 is not a pandemic"" shows that The Lancet denied the existence of Covid-19.,Fact-Checked by: Rappler",1
Misleading: If face masks work to protect us from viral respiratory illnesses like COVID-19 and the flu and we've been walking around in them for months,1
FALSE: A patent on a Covid-19 test was registered by Rothschild in 2015,1
FALSE: Government providing free smartphones to students amid coronavirus,1
no evidence: There is an increase of ringworm (infectious skin disease) with children because of face masks,1
FALSE: World Bank has established the pandemic period until 2025.,1
FALSE: Trump accused Fauci of treason.,1
False: Videocameras have been instaled in Valencia and Barcelona to alert police if people fail to maintain social distance,1
FALSE: A Russian dubbed video states the United Nations has developed a program on establishing the New World order in 2021-2030. The UN has outlined its goals to eventually rule the world and these goals envisage an end to families and state sovereignty,1
"FALSE: Argentine politician Ofelia Fernandez said that ""the real criminals are the anti-quarantine, not the kid who steals a motorcycle to eat"",Fact-Checked by: Myth Detector",1
"FALSE: In Germany the persistent news has been circulating for a number of weeks now that a number of children have died by wearing a face mask.,""2020/10/02 | Georgia, Russia""",1
FALSE: A video supossedly shows an empty intensive care floor in a Valencia Hospital,1
"Partially false: Medellin has 1,000 beds of active Intensive Care Units, and the city expanded its hospital capacity by 200% in six months.,""2020/10/02 | Ukraine, United States""",1
NO EVIDENCE: The pandemic was falsified by world elites,1
"FALSE: The German government passed a law that makes an ""immunity ID card"" possible,2020/10/02 | Spain",1
FALSE: The U.S. government has released their initial plans to force a vaccine on everyone; three potential vaccines are currently in Stage 3 trials in the U.S. and could be ready in weeks,1
FALSE: A Russian dubbed video states the United Nations has developed a program on establishing the New World order in 2021-2030. The UN has outlined its goals to eventually rule the world and these goals envisage an end to families and state sovereignty,1
FALSE: The U.S. government has released their initial plans to force a vaccine on everyone; three potential vaccines are currently in Stage 3 trials in the U.S. and could be ready in weeks,1
NO EVIDENCE: The pandemic was falsified by world elites,1
FALSE: Trump accused Fauci of treason.,1
"FALSE: Argentine politician Ofelia Fernandez said that ""the real criminals are the anti-quarantine, not the kid who steals a motorcycle to eat"",Fact-Checked by: VoxCheck",1
FALSE: The Trump campaign sent out fundraising email asking to help the presiden after he was diagnosed with COVID-19.,1
False: Videocameras have been instaled in Valencia and Barcelona to alert police if people fail to maintain social distance,1
"Misleading: COVID - 19 cannot harm those given BCG vaccine,""2020/10/02 | Ukraine, United States""",1
FALSE: PCR tests are not capable of effectively detecting SARS-CoV-2 coronavirus,1
no evidence: In Vienna there are 10 children in hospital with a lung fungus infection,1
FALSE: Sweden's former health minister said in an interview that COVID-19 is a common virus and that the pandemic was declared only to intimidate people and gain control over them,1
FALSE: Covid-19 vaccines will cause genetic damage and social control,1
False: Images from the Government coronavirus speaker,1
no evidence: 3 children died (near the city of Schweinfurt,1
FALSE: Thousands of doctors rally in Vienna in solidarity with doctors protesting against Covid speculation.,1
Misleading: COVID - 19 cannot harm those given BCG vaccine,1
False: Fernando Simon,1
FALSE: Sweden's former health minister said in an interview that COVID-19 is a common virus and that the pandemic was declared only to intimidate people and gain control over them,1
FALSE: Coronavirus deaths are 75% lower in countries using hydroxychloroquine,1
"MISLEADING: Italian painter Walter Molino predicts life in 2022 60 years ago with his painting named as ""life in 2022 year"" predicted people driving with isolated vehicles due to pandemic.,Fact-Checked by: Myth Detector",1
"FALSE: A man bitten by a bear in Alaska had COVID-19 listed as his cause of death.,""2020/10/01 | Georgia, Sweden""",1
FALSE: The World Bank has plans to keep the COVID - 19 pandemic until 2025 in order to create a totalitarian system. Scientists have been working on COVID - 19 vaccine since 1970.,1
MISLEADING: Infecting others with the coronavirus is punishable by law of up to 1-7 years in prison. Ministry of Health employees deliberately infected others,1
NO EVIDENCE: The World Economic Forum controls humanity through a pandemic of coronavirus and eugenics.,1
"False: The Argentine president, Alberto Fernandez, has already issued 620 DNUs and achieved what was dictated by 8 presidents in 24 years,""2020/09/30 | Georgia, Italy""",1
MISLEADING: The Rio Grande do Sul state government droppped the risk classification protocols for covid-19 beacause of the elections,1
"FALSE: Discussion between a patient and a doctor about the reality of epidemic in France and the dangerosity of masks,""2020/09/30 | Georgia, United States""",1
FALSE: Coronavirus is losing potency,1
FALSE: The Mayor of London as well as number of Australian city mayors were vaccinated with the COVID - 19 vaccine,1
FALSE: Children are not vulnerable to being infected with COVID-19.,1
False: The Argentine president,1
FALSE: A man bitten by a bear in Alaska had COVID-19 listed as his cause of death.,1
MISLEADING: Infecting others with the coronavirus is punishable by law of up to 1-7 years in prison. Ministry of Health employees deliberately infected others,1
"MISLEADING: A video shows a huge protest in Spain. People are rebelling against Covid-19 containment measures,""2020/09/30 | Georgia, United States""",1
"MISLEADING: Italian painter Walter Molino predicts life in 2022 60 years ago with his painting named as ""life in 2022 year"" predicted people driving with isolated vehicles due to pandemic.,Fact-Checked by: Myth Detector",1
"False: An image of the Argentine president, Alberto Fernandez, in San Juan ""without a chinstrap or social distancing"",2020/09/30 | Georgia",1
FALSE: How could Bill Gates say five years ago that there would be a pandemic in 2020?,1
"FALSE: Forcibly preventing the natural flow of oxygen (due to the obligation to wear protective masks) is attempted murder.,""2020/09/30 | Italy, Spain""",1
NO EVIDENCE: Nasopharyngeal PCR Covid-19 test is a tool for chip installation.,1
"FALSE: The CDC has recognized that coronavirus is not transmitted by airborne droplets.,""2020/09/30 | Georgia, Italy""",1
NO EVIDENCE: Using the lockdown and coronavirus testing,1
MISLEADING: The absence of coronavirus in Georgia is confirmed by the fact that the patient who died of the virus had heart disease,1
